Site,Year,Species,Environment,Species Name,Latitude,Longitude,Elevation (m),Rep,Sample Date,Life History,Functional Group,Trait,Data,MetaTrait,Notes,Lab,Notes_PlantHeight_FloweringStageAtTimeOfSampling,Notes_Pfiber_ADF-LigninAmtUsed_grams,Notes_Pfiber_aNDFAmtUsed_grams,Notes_Pfiber_MineralAmtUsed_grams,Notes_LeafToughness_midrib_hit,Notes_RootMorphology_extraction,Notes_RootMorphology_WinRHIZO
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,2,,Perennial,Graminoid,Leaf P (%),0.27,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,2,,Perennial,Graminoid,Leaf Ca (%),0.78,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,2,,Perennial,Graminoid,Leaf K (%),2.16,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,2,,Perennial,Graminoid,Leaf Mg (%),0.08,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,3,,Perennial,Graminoid,Leaf ADF (%),24.42,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,3,,Perennial,Graminoid,Leaf Lignin (%),1.31,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,3,,Perennial,Graminoid,Leaf aNDF (%),49.52,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,3,,Perennial,Graminoid,Leaf P (%),0.25,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,3,,Perennial,Graminoid,Leaf Ca (%),0.75,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,3,,Perennial,Graminoid,Leaf K (%),2.31,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,3,,Perennial,Graminoid,Leaf Mg (%),0.08,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,4,,Perennial,Graminoid,Leaf ADF (%),26.79,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,4,,Perennial,Graminoid,Leaf Lignin (%),1.3,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,4,,Perennial,Graminoid,Leaf aNDF (%),50.41,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,4,,Perennial,Graminoid,Leaf P (%),0.22,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,4,,Perennial,Graminoid,Leaf Ca (%),0.66,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,4,,Perennial,Graminoid,Leaf K (%),2.18,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,4,,Perennial,Graminoid,Leaf Mg (%),0.07,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,5,,Perennial,Graminoid,Leaf ADF (%),23.94,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,5,,Perennial,Graminoid,Leaf Lignin (%),1.26,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,5,,Perennial,Graminoid,Leaf aNDF (%),47.33,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,5,,Perennial,Graminoid,Leaf P (%),0.21,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,5,,Perennial,Graminoid,Leaf Ca (%),0.65,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,5,,Perennial,Graminoid,Leaf K (%),2.21,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,5,,Perennial,Graminoid,Leaf Mg (%),0.07,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,6,,Perennial,Graminoid,Leaf ADF (%),25.3,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,6,,Perennial,Graminoid,Leaf Lignin (%),1.27,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,6,,Perennial,Graminoid,Leaf aNDF (%),49.82,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,6,,Perennial,Graminoid,Leaf P (%),0.29,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,6,,Perennial,Graminoid,Leaf Ca (%),0.66,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,6,,Perennial,Graminoid,Leaf K (%),2.29,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,6,,Perennial,Graminoid,Leaf Mg (%),0.07,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,7,,Perennial,Graminoid,Leaf ADF (%),25.3,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,7,,Perennial,Graminoid,Leaf Lignin (%),1.69,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,7,,Perennial,Graminoid,Leaf aNDF (%),50.18,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,7,,Perennial,Graminoid,Leaf P (%),0.18,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,7,,Perennial,Graminoid,Leaf Ca (%),0.64,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,7,,Perennial,Graminoid,Leaf K (%),1.77,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,7,,Perennial,Graminoid,Leaf Mg (%),0.05,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,8,,Perennial,Graminoid,Leaf ADF (%),28.06,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,8,,Perennial,Graminoid,Leaf Lignin (%),2.13,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,8,,Perennial,Graminoid,Leaf aNDF (%),51.87,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,8,,Perennial,Graminoid,Leaf P (%),0.13,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,8,,Perennial,Graminoid,Leaf Ca (%),0.6,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,8,,Perennial,Graminoid,Leaf K (%),1.81,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,8,,Perennial,Graminoid,Leaf Mg (%),0.04,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,9,,Perennial,Graminoid,Leaf ADF (%),24.76,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,9,,Perennial,Graminoid,Leaf Lignin (%),1.26,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,9,,Perennial,Graminoid,Leaf aNDF (%),49.29,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,9,,Perennial,Graminoid,Leaf P (%),0.12,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,9,,Perennial,Graminoid,Leaf Ca (%),0.54,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,9,,Perennial,Graminoid,Leaf K (%),1.72,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,9,,Perennial,Graminoid,Leaf Mg (%),0.04,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,10,,Perennial,Graminoid,Leaf ADF (%),24.2,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,10,,Perennial,Graminoid,Leaf Lignin (%),1.64,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,10,,Perennial,Graminoid,Leaf aNDF (%),47.86,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,10,,Perennial,Graminoid,Leaf P (%),0.14,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,10,,Perennial,Graminoid,Leaf Ca (%),0.56,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,10,,Perennial,Graminoid,Leaf K (%),1.77,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CAEL,Mixedgrass,Carex duriuscula,41.183333,-104.9,1930,10,,Perennial,Graminoid,Leaf Mg (%),0.04,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,1,08/02/2013,Annual,Forb,Leaf ADF (%),10.94,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,1,08/02/2013,Annual,Forb,Leaf Lignin (%),2.49,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,1,08/02/2013,Annual,Forb,Leaf aNDF (%),9.53,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,1,08/02/2013,Annual,Forb,Leaf P (%),0.66,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,1,08/02/2013,Annual,Forb,Leaf Ca (%),1.4,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,1,08/02/2013,Annual,Forb,Leaf K (%),11.06,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,1,08/02/2013,Annual,Forb,Leaf Mg (%),0.62,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,2,08/02/2013,Annual,Forb,Leaf ADF (%),7.64,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,2,08/02/2013,Annual,Forb,Leaf Lignin (%),1.39,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,2,08/02/2013,Annual,Forb,Leaf aNDF (%),11.03,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,2,08/02/2013,Annual,Forb,Leaf P (%),0.5,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,2,08/02/2013,Annual,Forb,Leaf Ca (%),1.53,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,2,08/02/2013,Annual,Forb,Leaf K (%),11.09,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,2,08/02/2013,Annual,Forb,Leaf Mg (%),0.81,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,3,08/02/2013,Annual,Forb,Leaf ADF (%),7.96,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,3,08/02/2013,Annual,Forb,Leaf Lignin (%),2.12,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,3,08/02/2013,Annual,Forb,Leaf aNDF (%),8.53,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,3,08/02/2013,Annual,Forb,Leaf P (%),0.42,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,3,08/02/2013,Annual,Forb,Leaf Ca (%),2.15,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,3,08/02/2013,Annual,Forb,Leaf K (%),10.06,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,3,08/02/2013,Annual,Forb,Leaf Mg (%),1.48,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,4,08/02/2013,Annual,Forb,Leaf ADF (%),9.66,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,4,08/02/2013,Annual,Forb,Leaf Lignin (%),2.82,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,4,08/02/2013,Annual,Forb,Leaf aNDF (%),10.88,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,4,08/02/2013,Annual,Forb,Leaf P (%),0.52,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,4,08/02/2013,Annual,Forb,Leaf Ca (%),1.78,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,4,08/02/2013,Annual,Forb,Leaf K (%),10.45,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,4,08/02/2013,Annual,Forb,Leaf Mg (%),0.86,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,5,08/02/2013,Annual,Forb,Leaf ADF (%),11.19,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,5,08/02/2013,Annual,Forb,Leaf Lignin (%),2.49,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,5,08/02/2013,Annual,Forb,Leaf aNDF (%),10.82,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,5,08/02/2013,Annual,Forb,Leaf P (%),0.49,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,5,08/02/2013,Annual,Forb,Leaf Ca (%),1.05,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,5,08/02/2013,Annual,Forb,Leaf K (%),9.75,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,5,08/02/2013,Annual,Forb,Leaf Mg (%),0.81,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,6,08/02/2013,Annual,Forb,Leaf ADF (%),10.17,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,6,08/02/2013,Annual,Forb,Leaf Lignin (%),2.54,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,6,08/02/2013,Annual,Forb,Leaf aNDF (%),9.85,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,6,08/02/2013,Annual,Forb,Leaf P (%),0.52,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,6,08/02/2013,Annual,Forb,Leaf Ca (%),1.91,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,6,08/02/2013,Annual,Forb,Leaf K (%),10.8,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2013,CHLE,Mixedgrass,Chenopodium leptophyllum,41.183333,-104.9,1930,6,08/02/2013,Annual,Forb,Leaf Mg (%),1.29,Leaf chemistry (P-fiber),,U. Wisconsin,,,,,,,
HPGRS,2011,DESO,Mixedgrass,Descurainia sophia,41.183333,-104.9,1930,1,06/30/2011,Annual,Forb,Leaf ADF (%),9.91,Leaf chemistry (P-fiber),"From LMF- rachis removed; ** SPCO, DESO, POPE were re-sampled for Leaf Nuts. In 2013 but originally sampled in 2011. These Samples are indeed from 2011 because they were from LMF's",U. Wisconsin,,0.05,0.08,0.01,,,
HPGRS,2011,DESO,Mixedgrass,Descurainia sophia,41.183333,-104.9,1930,1,06/30/2011,Annual,Forb,Leaf Lignin (%),1.03,Leaf chemistry (P-fiber),"From LMF- rachis removed; ** SPCO, DESO, POPE were re-sampled for Leaf Nuts. In 2013 but originally sampled in 2011. These Samples are indeed from 2011 because they were from LMF's",U. Wisconsin,,0.05,0.08,0.01,,,
HPGRS,2011,DESO,Mixedgrass,Descurainia sophia,41.183333,-104.9,1930,1,06/30/2011,Annual,Forb,Leaf aNDF (%),18.07,Leaf chemistry (P-fiber),"From LMF- rachis removed; ** SPCO, DESO, POPE were re-sampled for Leaf Nuts. In 2013 but originally sampled in 2011. These Samples are indeed from 2011 because they were from LMF's",U. Wisconsin,,0.05,0.08,0.01,,,
HPGRS,2011,DESO,Mixedgrass,Descurainia sophia,41.183333,-104.9,1930,1,06/30/2011,Annual,Forb,Leaf P (%),,Leaf chemistry (P-fiber),"From LMF- rachis removed; ** SPCO, DESO, POPE were re-sampled for Leaf Nuts. In 2013 but originally sampled in 2011. These Samples are indeed from 2011 because they were from LMF's",U. Wisconsin,,0.05,0.08,0.01,,,
HPGRS,2011,DESO,Mixedgrass,Descurainia sophia,41.183333,-104.9,1930,1,06/30/2011,Annual,Forb,Leaf Ca (%),1.39,Leaf chemistry (P-fiber),"From LMF- rachis removed; ** SPCO, DESO, POPE were re-sampled for Leaf Nuts. In 2013 but originally sampled in 2011. These Samples are indeed from 2011 because they were from LMF's",U. Wisconsin,,0.05,0.08,0.01,,,
HPGRS,2011,DESO,Mixedgrass,Descurainia sophia,41.183333,-104.9,1930,1,06/30/2011,Annual,Forb,Leaf K (%),1.36,Leaf chemistry (P-fiber),"From LMF- rachis removed; ** SPCO, DESO, POPE were re-sampled for Leaf Nuts. In 2013 but originally sampled in 2011. These Samples are indeed from 2011 because they were from LMF's",U. Wisconsin,,0.05,0.08,0.01,,,
HPGRS,2011,DESO,Mixedgrass,Descurainia sophia,41.183333,-104.9,1930,1,06/30/2011,Annual,Forb,Leaf Mg (%),0.09,Leaf chemistry (P-fiber),"From LMF- rachis removed; ** SPCO, DESO, POPE were re-sampled for Leaf Nuts. In 2013 but originally sampled in 2011. These Samples are indeed from 2011 because they were from LMF's",U. Wisconsin,,0.05,0.08,0.01,,,
HPGRS,2011,DESO,Mixedgrass,Descurainia sophia,41.183333,-104.9,1930,2,06/30/2011,Annual,Forb,Leaf ADF (%),13.25,Leaf chemistry (P-fiber),"From LMF- rachis removed; ** SPCO, DESO, POPE were re-sampled for Leaf Nuts. In 2013 but originally sampled in 2011. These Samples are indeed from 2011 because they were from LMF's",U. Wisconsin,,0.25,0.25,0.05,,,
HPGRS,2011,DESO,Mixedgrass,Descurainia sophia,41.183333,-104.9,1930,2,06/30/2011,Annual,Forb,Leaf Lignin (%),1.26,Leaf chemistry (P-fiber),"From LMF- rachis removed; ** SPCO, DESO, POPE were re-sampled for Leaf Nuts. In 2013 but originally sampled in 2011. These Samples are indeed from 2011 because they were from LMF's",U. Wisconsin,,0.25,0.25,0.05,,,
HPGRS,2011,DESO,Mixedgrass,Descurainia sophia,41.183333,-104.9,1930,2,06/30/2011,Annual,Forb,Leaf aNDF (%),15.29,Leaf chemistry (P-fiber),"From LMF- rachis removed; ** SPCO, DESO, POPE were re-sampled for Leaf Nuts. In 2013 but originally sampled in 2011. These Samples are indeed from 2011 because they were from LMF's",U. Wisconsin,,0.25,0.25,0.05,,,
HPGRS,2011,DESO,Mixedgrass,Descurainia sophia,41.183333,-104.9,1930,2,06/30/2011,Annual,Forb,Leaf P (%),0.24,Leaf chemistry (P-fiber),"From LMF- rachis removed; ** SPCO, DESO, POPE were re-sampled for Leaf Nuts. In 2013 but originally sampled in 2011. These Samples are indeed from 2011 because they were from LMF's",U. Wisconsin,,0.25,0.25,0.05,,,
HPGRS,2011,DESO,Mixedgrass,Descurainia sophia,41.183333,-104.9,1930,2,06/30/2011,Annual,Forb,Leaf Ca (%),2.55,Leaf chemistry (P-fiber),"From LMF- rachis removed; ** SPCO, DESO, POPE were re-sampled for Leaf Nuts. In 2013 but originally sampled in 2011. These Samples are indeed from 2011 because they were from LMF's",U. Wisconsin,,0.25,0.25,0.05,,,
HPGRS,2011,DESO,Mixedgrass,Descurainia sophia,41.183333,-104.9,1930,2,06/30/2011,Annual,Forb,Leaf K (%),3,Leaf chemistry (P-fiber),"From LMF- rachis removed; ** SPCO, DESO, POPE were re-sampled for Leaf Nuts. In 2013 but originally sampled in 2011. These Samples are indeed from 2011 because they were from LMF's",U. Wisconsin,,0.25,0.25,0.05,,,
HPGRS,2011,DESO,Mixedgrass,Descurainia sophia,41.183333,-104.9,1930,2,06/30/2011,Annual,Forb,Leaf Mg (%),0.14,Leaf chemistry (P-fiber),"From LMF- rachis removed; ** SPCO, DESO, POPE were re-sampled for Leaf Nuts. In 2013 but originally sampled in 2011. These Samples are indeed from 2011 because they were from LMF's",U. Wisconsin,,0.25,0.25,0.05,,,
